Time,Length,Pressure,Force,Estimated Unstretched Length,Estimated Stretched Length,Real Stretched Length
2224,0.0,0.704,0.0,179.41903999999997,179.41903999999997,166.09
4183,2.1,0.706,9.2,179.33955999999998,181.43955999999997,168.19
6516,4.8,0.708,22.1,179.26007999999996,184.06007999999997,170.89000000000001
8634,7.2,0.71,36.9,179.18059999999997,186.38059999999996,173.29
10671,9.7,0.715,55.8,178.98189999999997,188.68189999999996,175.79
13205,12.7,0.721,80.2,178.74345999999997,191.44345999999996,178.79
15675,15.0,0.724,99.8,178.62423999999996,193.62423999999996,181.09
17709,17.3,0.731,121.5,178.34605999999997,195.64605999999998,183.39000000000001
19967,19.7,0.737,144.6,178.10761999999997,197.80761999999996,185.79
22126,22.3,0.746,171.0,177.74995999999996,200.04995999999997,188.39000000000001
24246,24.9,0.745,194.7,177.78969999999995,202.68969999999996,190.99
26599,27.2,0.743,216.3,177.86917999999997,205.06917999999996,193.29
28762,29.6,0.745,240.7,177.78969999999995,207.38969999999995,195.69
31127,32.3,0.745,266.9,177.78969999999995,210.08969999999994,198.39
33705,34.7,0.743,291.3,177.86917999999997,212.56917999999996,200.79000000000002
36138,37.0,0.743,315.8,177.86917999999997,214.86917999999997,203.09
38916,39.1,0.743,336.8,177.86917999999997,216.96917999999997,205.19
42763,41.5,0.743,362.5,177.86917999999997,219.36917999999997,207.59
46898,44.1,0.742,390.8,177.90891999999997,222.00891999999996,210.19
49768,41.6,0.719,342.3,178.82293999999996,220.42293999999995,207.69
52088,39.3,0.706,307.8,179.33955999999998,218.63955999999996,205.39
54345,36.3,0.707,276.5,179.29981999999995,215.59981999999997,202.39
57977,34.0,0.707,253.5,179.29981999999995,213.29981999999995,200.09
59795,31.6,0.704,228.2,179.41903999999997,211.01903999999996,197.69
63228,29.4,0.706,207.8,179.33955999999998,208.73955999999998,195.49
65582,26.7,0.706,182.5,179.33955999999998,206.03955999999997,192.79
68217,24.5,0.707,162.3,179.29981999999995,203.79981999999995,190.59
70450,22.1,0.707,139.8,179.29981999999995,201.39981999999995,188.19
72591,19.7,0.706,118.4,179.33955999999998,199.03955999999997,185.79
75092,17.1,0.706,95.6,179.33955999999998,196.43955999999997,183.19
77637,14.5,0.706,73.8,179.33955999999998,193.83955999999998,180.59
79681,12.0,0.706,53.5,179.33955999999998,191.33955999999998,178.09
82052,9.7,0.706,36.4,179.33955999999998,189.03955999999997,175.79
84326,7.1,0.706,18.4,179.33955999999998,186.43955999999997,173.19
86464,4.8,0.706,7.0,179.33955999999998,184.13956,170.89000000000001
93250,0.0,0.706,4.9,179.33955999999998,179.33955999999998,166.09
