Time,Length,Pressure,Force,Estimated Unstretched Length,Estimated Stretched Length,Real Stretched Length
1838,0.0,0.6,0.0,113.228,113.228,113.25
3491,2.5,0.602,8.6,113.17703999999999,115.67703999999999,115.75
5185,5.0,0.604,19.4,113.12607999999999,118.12607999999999,118.25
6792,7.3,0.608,31.9,113.02416,120.32415999999999,120.55
8406,9.9,0.614,48.3,112.87127999999998,122.77127999999999,123.15
10003,12.1,0.62,63.1,112.71839999999999,124.81839999999998,125.35
11719,14.8,0.63,83.9,112.46359999999999,127.26359999999998,128.05
13359,17.3,0.637,105.0,112.28523999999999,129.58524,130.55
14996,19.5,0.637,121.8,112.28523999999999,131.78524,132.75
16493,21.7,0.64,140.6,112.20879999999998,133.90879999999999,134.95
18301,24.5,0.637,163.2,112.28523999999999,136.78524,137.75
20005,26.7,0.637,183.0,112.28523999999999,138.98523999999998,139.95
22262,29.3,0.637,206.6,112.28523999999999,141.58524,142.55
23820,26.8,0.613,170.1,112.89675999999999,139.69675999999998,140.05
25675,24.2,0.602,143.6,113.17703999999999,137.37704,137.45
27370,21.7,0.602,123.5,113.17703999999999,134.87704,134.95
28800,19.3,0.6,104.8,113.228,132.528,132.55
30245,16.9,0.599,86.7,113.25348,130.15348,130.15
31883,14.5,0.6,70.5,113.228,127.728,127.75
33321,12.1,0.599,53.9,113.25348,125.35347999999999,125.35
34895,9.6,0.6,38.3,113.228,122.82799999999999,122.85
36414,7.7,0.599,26.4,113.25348,120.95348,120.95
38031,4.9,0.599,11.3,113.25348,118.15348,118.15
39629,2.6,0.599,3.4,113.25348,115.85347999999999,115.85
43778,0.0,0.6,0.0,113.228,113.228,113.25
