Time,Length,Pressure,Force,Estimated Unstretched Length,Estimated Stretched Length,Real Stretched Length
1801,0.0,0.698,0.0,139.25328,139.25328,134.88
3597,2.4,0.698,4.8,139.25328,141.65328,137.28
5676,5.1,0.699,13.5,139.21663999999998,144.31663999999998,139.98
7490,7.3,0.703,22.8,139.07008,146.37008,142.18
9403,10.0,0.707,36.6,138.92352,148.92352,144.88
11303,12.4,0.712,49.6,138.74032,151.14032,147.28
13142,15.1,0.719,65.9,138.48384,153.58383999999998,149.98
14937,17.3,0.724,80.0,138.30064,155.60064,152.18
16653,19.9,0.731,97.3,138.04416,157.94416,154.78
18389,22.3,0.739,114.0,137.75104,160.05104,157.18
20445,24.9,0.737,130.1,137.82432,162.72432,159.78
22238,27.2,0.737,145.7,137.82432,165.02432,162.07999999999998
24078,29.7,0.737,162.2,137.82432,167.52432,164.57999999999998
28458,34.6,0.736,195.0,137.86096,172.46096,169.48
30166,37.1,0.737,215.8,137.82432,174.92432,171.98
32930,39.2,0.736,230.4,137.86096,177.06096000000002,174.07999999999998
34966,36.5,0.715,199.6,138.6304,175.1304,171.38
36816,34.4,0.702,179.5,139.10672,173.50672,169.28
38831,31.7,0.698,160.0,139.25328,170.95327999999998,166.57999999999998
40707,29.2,0.697,142.9,139.28992,168.48991999999998,164.07999999999998
42642,26.6,0.697,126.6,139.28992,165.88992,161.48
44555,24.5,0.698,113.2,139.25328,163.75328,159.38
46391,21.9,0.697,97.1,139.28992,161.18992,156.78
48211,19.5,0.697,83.0,139.28992,158.78992,154.38
50044,16.8,0.697,67.2,139.28992,156.08992,151.68
51901,14.7,0.696,55.2,139.32656,154.02656,149.57999999999998
53900,11.9,0.697,39.9,139.28992,151.18992,146.78
55738,9.8,0.697,28.7,139.28992,149.08992,144.68
59462,5.0,0.697,7.3,139.28992,144.28992,139.88
61087,2.3,0.697,1.2,139.28992,141.58992,137.18
65458,0.0,0.698,0.0,139.25328,139.25328,134.88
