Time,Length,Pressure,Force,Estimated Unstretched Length,Estimated Stretched Length,Real Stretched Length
1871,0.0,0.596,0.0,142.99056,142.99056,132.3
3711,2.6,0.597,5.3,142.95392,145.55392,134.9
5390,4.6,0.599,11.7,142.88064,147.48064,136.9
7518,7.3,0.602,22.1,142.77072,150.07072000000002,139.60000000000002
9160,9.6,0.607,32.6,142.58751999999998,152.18751999999998,141.9
11093,12.1,0.61,44.7,142.4776,154.5776,144.4
12813,14.8,0.616,59.4,142.25776,157.05776,147.10000000000002
14754,17.0,0.622,71.8,142.03791999999999,159.03791999999999,149.3
16583,19.7,0.63,88.2,141.7448,161.4448,152.0
18502,22.0,0.638,102.7,141.45168,163.45168,154.3
20339,24.0,0.638,114.5,141.45168,165.45168,156.3
22298,26.4,0.637,128.5,141.48832,167.88832,158.70000000000002
24383,29.0,0.638,144.2,141.45168,170.45168,161.3
26362,31.6,0.638,160.5,141.45168,173.05168,163.9
28467,34.4,0.637,178.0,141.48832,175.88832,166.70000000000002
30404,37.0,0.638,195.3,141.45168,178.45168,169.3
33515,39.5,0.637,211.7,141.48832,180.98832,171.8
35474,36.7,0.615,180.5,142.2944,178.99439999999998,169.0
37669,33.7,0.596,153.8,142.99056,176.69056,166.0
39894,31.7,0.597,142.1,142.95392,174.65392,164.0
41741,29.0,0.596,126.4,142.99056,171.99056,161.3
43797,26.7,0.597,113.7,142.95392,169.65392,159.0
45783,23.9,0.597,98.0,142.95392,166.85392000000002,156.20000000000002
47822,21.8,0.597,86.9,142.95392,164.75392000000002,154.10000000000002
49646,19.0,0.594,72.3,143.06384,162.06384,151.3
51821,16.9,0.597,61.7,142.95392,159.85392000000002,149.20000000000002
53619,14.2,0.596,48.4,142.99056,157.19055999999998,146.5
56192,11.9,0.596,37.6,142.99056,154.89056,144.20000000000002
58136,9.4,0.596,25.9,142.99056,152.39056,141.70000000000002
60271,7.1,0.597,16.2,142.95392,150.05392,139.4
62279,4.5,0.594,6.6,143.06384,147.56384,136.8
64351,2.1,0.596,1.6,142.99056,145.09055999999998,134.4
69126,-0.5,0.596,2.3,142.99056,142.49056,131.8
