Time,Length,Pressure,Force,Estimated Unstretched Length,Estimated Stretched Length,Real Stretched Length
2488,0.0,0.701,0.0,179.53825999999998,179.53825999999998,161.1
4286,2.3,0.701,6.8,179.53825999999998,181.83826,163.4
6272,4.9,0.704,17.3,179.41903999999997,184.31903999999997,166.0
8039,7.5,0.708,32.4,179.26007999999996,186.76007999999996,168.6
10015,9.8,0.712,49.4,179.10111999999998,188.90112,170.9
11858,12.5,0.718,71.7,178.86267999999995,191.36267999999995,173.6
13888,14.7,0.723,91.5,178.66397999999998,193.36397999999997,175.79999999999998
15780,16.9,0.73,112.1,178.38579999999996,195.28579999999997,178.0
17758,19.6,0.737,139.3,178.10761999999997,197.70761999999996,180.7
19238,22.2,0.747,167.1,177.71021999999996,199.91021999999995,183.29999999999998
21316,24.6,0.743,187.7,177.86917999999997,202.46917999999997,185.7
23111,26.9,0.743,209.2,177.86917999999997,204.76917999999998,188.0
25326,29.6,0.745,236.2,177.78969999999995,207.38969999999995,190.7
27223,31.6,0.745,256.2,177.78969999999995,209.38969999999995,192.7
28723,34.4,0.746,286.8,177.74995999999996,212.14995999999996,195.5
31152,36.6,0.745,307.1,177.78969999999995,214.38969999999995,197.7
32912,39.3,0.745,336.5,177.78969999999995,217.08969999999994,200.39999999999998
34726,41.6,0.743,361.7,177.86917999999997,219.46917999999997,202.7
38003,44.2,0.742,389.0,177.90891999999997,222.10891999999996,205.3
39633,41.9,0.723,345.2,178.66397999999998,220.56398,203.0
41929,39.4,0.704,305.4,179.41903999999997,218.81903999999997,200.5
43909,36.5,0.704,275.6,179.41903999999997,215.91903999999997,197.6
45844,34.5,0.703,254.9,179.45877999999996,213.95877999999996,195.6
47364,31.7,0.703,225.3,179.45877999999996,211.15877999999995,192.79999999999998
49439,29.5,0.704,205.2,179.41903999999997,208.91903999999997,190.6
51138,26.7,0.703,178.8,179.45877999999996,206.15877999999995,187.79999999999998
52772,24.5,0.703,158.4,179.45877999999996,203.95877999999996,185.6
54434,21.9,0.703,134.4,179.45877999999996,201.35877999999997,183.0
56141,19.7,0.703,114.8,179.45877999999996,199.15877999999995,180.79999999999998
57785,17.1,0.703,91.8,179.45877999999996,196.55877999999996,178.2
59801,14.7,0.703,71.9,179.45877999999996,194.15877999999995,175.79999999999998
61375,12.0,0.703,50.0,179.45877999999996,191.45877999999996,173.1
70634,9.9,0.704,35.9,179.41903999999997,189.31903999999997,171.0
72035,7.8,0.702,20.5,179.49851999999998,187.29852,168.9
74013,4.9,0.703,7.0,179.45877999999996,184.35877999999997,166.0
75751,2.2,0.703,0.1,179.45877999999996,181.65877999999995,163.29999999999998
80661,0.0,0.703,2.5,179.45877999999996,179.45877999999996,161.1
