Time,Length,Pressure,Force,Estimated Unstretched Length,Estimated Stretched Length,Real Stretched Length
11272,0.0,0.592,0.0,183.86991999999998,183.86991999999998,184.72
13368,2.3,0.596,10.5,183.71096,186.01096,187.02
15753,5.2,0.6,25.6,183.552,188.75199999999998,189.92
18019,7.8,0.604,42.2,183.39303999999998,191.19304,192.52
20534,10.0,0.609,57.7,183.19433999999998,193.19433999999998,194.72
22910,12.6,0.615,78.0,182.95589999999999,195.55589999999998,197.32
25466,15.0,0.616,97.0,182.91616,197.91616,199.72
27798,17.5,0.616,116.0,182.91616,200.41616,202.22
30118,19.9,0.616,134.8,182.91616,202.81616,204.62
32613,22.4,0.616,154.5,182.91616,205.31616,207.12
35164,24.6,0.615,172.5,182.95589999999999,207.55589999999998,209.32
37740,27.3,0.615,194.8,182.95589999999999,210.2559,212.02
40219,29.5,0.615,213.9,182.95589999999999,212.45589999999999,214.22
43090,32.3,0.615,237.9,182.95589999999999,215.2559,217.01999999999998
45466,34.6,0.616,259.9,182.91616,217.51615999999999,219.32
47883,37.4,0.616,286.2,182.91616,220.31616,222.12
50196,39.5,0.615,306.1,182.95589999999999,222.45589999999999,224.22
52610,41.9,0.615,330.0,182.95589999999999,224.8559,226.62
57691,44.3,0.613,353.1,183.03537999999998,227.33538,229.01999999999998
60678,41.7,0.591,303.5,183.90966,225.60966000000002,226.42000000000002
64011,39.4,0.576,270.0,184.50576,223.90576000000001,224.12
66866,36.6,0.577,244.9,184.46602,221.06601999999998,221.32
69581,34.3,0.577,223.4,184.46602,218.76601999999997,219.01999999999998
72097,31.8,0.578,201.9,184.42628,216.22628,216.52
74591,29.9,0.576,185.7,184.50576,214.40576000000001,214.62
77106,27.4,0.577,164.3,184.46602,211.86602,212.12
79580,24.9,0.576,144.6,184.50576,209.40576000000001,209.62
81718,22.0,0.577,122.0,184.46602,206.46602,206.72
83893,20.1,0.576,107.2,184.50576,204.60576,204.82
85988,17.2,0.576,85.7,184.50576,201.70576,201.92
88386,15.0,0.576,70.3,184.50576,199.50576,199.72
90262,12.3,0.576,50.9,184.50576,196.80576000000002,197.02
92556,10.0,0.576,36.0,184.50576,194.50576,194.72
94652,7.3,0.576,19.6,184.50576,191.80576000000002,192.02
96749,5.2,0.576,9.3,184.50576,189.70576,189.92
98793,2.5,0.576,0.6,184.50576,187.00576,187.22
103413,0.2,0.576,4.2,184.50576,184.70576,184.92
