Time,Length,Pressure,Force,Estimated Unstretched Length,Estimated Stretched Length,Real Stretched Length
2285,0.0,0.501,0.0,115.75052,115.75052,115.99
4166,2.6,0.504,8.1,115.67407999999999,118.27407999999998,118.58999999999999
6498,4.8,0.506,16.3,115.62312,120.42312,120.78999999999999
8799,7.5,0.511,29.4,115.49571999999999,122.99571999999999,123.49
11013,9.5,0.515,39.9,115.3938,124.8938,125.49
12927,12.0,0.522,55.6,115.21543999999999,127.21543999999999,127.99
14808,14.4,0.531,71.9,114.98612,129.38612,130.39
16721,16.8,0.541,90.1,114.73132,131.53132,132.79
18577,19.1,0.542,106.6,114.70584,133.80584,135.09
20254,21.8,0.542,125.9,114.70584,136.50584,137.79
22031,24.2,0.542,144.5,114.70584,138.90583999999998,140.19
23827,26.7,0.542,164.6,114.70584,141.40583999999998,142.69
26063,29.5,0.542,187.6,114.70584,144.20584,145.49
27902,26.9,0.516,149.6,115.36832,142.26832,142.89
29516,24.3,0.501,123.3,115.75052,140.05052,140.29
31412,22.1,0.501,107.4,115.75052,137.85052,138.09
33086,19.5,0.501,90.1,115.75052,135.25052,135.49
34935,17.1,0.501,74.9,115.75052,132.85052,133.09
36722,14.6,0.5,59.3,115.776,130.376,130.59
38420,12.0,0.503,44.9,115.69955999999999,127.69955999999999,127.99
40027,9.2,0.501,29.4,115.75052,124.95052,125.19
41787,7.3,0.501,19.4,115.75052,123.05051999999999,123.28999999999999
43450,5.0,0.503,8.9,115.69955999999999,120.69955999999999,120.99
45201,2.3,0.501,0.6,115.75052,118.05051999999999,118.28999999999999
49856,0.1,0.501,3.3,115.75052,115.85051999999999,116.08999999999999
