Time,Length,Pressure,Force,Estimated Unstretched Length,Estimated Stretched Length,Real Stretched Length
1614,0.0,0.697,0.0,139.28992,139.28992,129.9
3509,3.0,0.698,6.0,139.25328,142.25328,132.9
5230,5.2,0.699,13.2,139.21663999999998,144.41663999999997,135.1
6986,7.4,0.702,22.7,139.10672,146.50672,137.3
8722,9.9,0.707,35.2,138.92352,148.82352,139.8
10598,12.2,0.71,47.7,138.8136,151.0136,142.1
12412,14.8,0.717,63.3,138.55712,153.35712,144.70000000000002
13826,17.1,0.724,78.1,138.30064,155.40063999999998,147.0
16128,19.8,0.731,95.3,138.04416,157.84416000000002,149.70000000000002
17801,22.3,0.739,113.0,137.75104,160.05104,152.20000000000002
19865,24.7,0.737,127.8,137.82432,162.52432,154.6
21656,27.3,0.739,145.8,137.75104,165.05104,157.20000000000002
23790,29.9,0.739,162.6,137.75104,167.65104,159.8
25470,31.9,0.737,177.3,137.82432,169.72432,161.8
27741,34.4,0.736,194.4,137.86096,172.26096,164.3
29436,36.7,0.739,212.2,137.75104,174.45103999999998,166.60000000000002
33355,39.7,0.737,233.3,137.82432,177.52432,169.60000000000002
35411,37.0,0.714,201.5,138.66704,175.66704,166.9
37406,34.6,0.698,179.0,139.25328,173.85327999999998,164.5
39282,32.4,0.698,163.9,139.25328,171.65328,162.3
41135,29.7,0.698,145.5,139.25328,168.95327999999998,159.6
43381,27.2,0.698,129.5,139.25328,166.45327999999998,157.1
45290,24.8,0.698,114.4,139.25328,164.05328,154.70000000000002
47281,22.8,0.697,102.0,139.28992,162.08992,152.70000000000002
49209,19.8,0.697,83.5,139.28992,159.08992,149.70000000000002
51111,17.4,0.696,69.7,139.32656,156.72656,147.3
53195,14.8,0.697,54.8,139.28992,154.08992,144.70000000000002
54887,12.6,0.697,42.6,139.28992,151.88992,142.5
57246,9.9,0.697,28.8,139.28992,149.18992,139.8
59302,7.7,0.696,17.8,139.32656,147.02656,137.6
61579,5.0,0.698,7.1,139.25328,144.25328,134.9
63391,2.9,0.697,2.0,139.28992,142.18992,132.8
68145,0.1,0.697,0.1,139.28992,139.38992,130.0
