Time,Length,Pressure,Force,Estimated Unstretched Length,Estimated Stretched Length,Real Stretched Length
1999,0.0,0.599,0.0,183.59174,183.59174,170.72
3998,2.2,0.603,10.2,183.43277999999998,185.63277999999997,172.92
5833,4.9,0.607,24.5,183.27382,188.17382,175.62
7708,7.6,0.611,40.1,183.11486,190.71486,178.32
9583,9.9,0.616,58.1,182.91616,192.81616,180.62
11624,12.1,0.622,75.1,182.67772,194.77772,182.82
13619,14.6,0.63,97.2,182.35979999999998,196.95979999999997,185.32
15556,17.7,0.64,125.1,181.96239999999997,199.66239999999996,188.42
17391,19.7,0.643,144.5,181.84318,201.54317999999998,190.42
19349,22.5,0.643,167.2,181.84318,204.34318,193.22
21602,24.8,0.643,186.6,181.84318,206.64318,195.52
23629,27.3,0.643,209.0,181.84318,209.14318,198.02
25755,29.7,0.643,230.6,181.84318,211.54317999999998,200.42
27992,32.3,0.643,253.8,181.84318,214.14317999999997,203.01999999999998
29867,34.3,0.643,273.6,181.84318,216.14317999999997,205.01999999999998
32090,37.0,0.643,299.5,181.84318,218.84318,207.72
34139,39.3,0.643,323.2,181.84318,221.14317999999997,210.01999999999998
36735,41.8,0.643,348.5,181.84318,223.64317999999997,212.51999999999998
40246,44.1,0.642,371.5,181.88291999999998,225.98291999999998,214.82
42503,41.4,0.618,318.9,182.83667999999997,224.23667999999998,212.12
44696,39.3,0.602,286.5,183.47251999999997,222.77252,210.01999999999998
46734,36.6,0.603,260.7,183.43277999999998,220.03277999999997,207.32
49089,34.6,0.602,241.0,183.47251999999997,218.07251999999997,205.32
51247,31.5,0.603,213.1,183.43277999999998,214.93277999999998,202.22
53186,29.6,0.602,196.6,183.47251999999997,213.07251999999997,200.32
55175,26.8,0.602,172.1,183.47251999999997,210.27252,197.52
57150,24.7,0.602,154.2,183.47251999999997,208.17251999999996,195.42
59203,22.0,0.602,132.7,183.47251999999997,205.47251999999997,192.72
61228,19.8,0.602,115.1,183.47251999999997,203.27252,190.52
63424,16.7,0.603,91.2,183.43277999999998,200.13277999999997,187.42
65398,14.8,0.602,76.9,183.47251999999997,198.27252,185.52
67396,12.1,0.602,56.5,183.47251999999997,195.57251999999997,182.82
69491,10.0,0.602,41.7,183.47251999999997,193.47251999999997,180.72
71385,7.3,0.602,23.9,183.47251999999997,190.77252,178.02
73592,5.0,0.602,11.4,183.47251999999997,188.47251999999997,175.72
75421,2.4,0.602,2.0,183.47251999999997,185.87251999999998,173.12
80012,0.0,0.602,3.7,183.47251999999997,183.47251999999997,170.72
