Time,Length,Pressure,Force,Estimated Unstretched Length,Estimated Stretched Length,Real Stretched Length
1432,0.0,0.6,0.0,113.228,113.228,108.25
3291,2.4,0.603,8.1,113.15155999999999,115.55156,110.65
4595,4.7,0.605,17.4,113.10059999999999,117.80059999999999,112.95
6202,7.5,0.609,33.0,112.99868,120.49868,115.75
7862,9.7,0.614,46.7,112.87127999999998,122.57127999999999,117.95
9570,12.0,0.619,62.0,112.74387999999999,124.74387999999999,120.25
11318,14.6,0.629,82.3,112.48907999999999,127.08907999999998,122.85
12910,17.1,0.638,103.6,112.25975999999999,129.35976,125.35
14529,19.8,0.638,124.5,112.25975999999999,132.05975999999998,128.05
16008,21.9,0.638,142.4,112.25975999999999,134.15975999999998,130.15
17619,24.3,0.638,162.4,112.25975999999999,136.55975999999998,132.55
19100,26.8,0.638,185.2,112.25975999999999,139.05975999999998,135.05
21009,29.1,0.637,205.7,112.28523999999999,141.38523999999998,137.35
22815,26.7,0.614,171.2,112.87127999999998,139.57127999999997,134.95
24747,24.1,0.6,143.1,113.228,137.328,132.35
26288,21.9,0.599,124.8,113.25348,135.15348,130.15
28002,19.4,0.6,105.9,113.228,132.628,127.65
31390,14.4,0.6,70.5,113.228,127.628,122.65
33032,12.2,0.6,55.5,113.228,125.428,120.45
34588,9.7,0.6,39.1,113.228,122.928,117.95
36206,7.3,0.599,24.2,113.25348,120.55348,115.55
38016,5.1,0.6,12.7,113.228,118.32799999999999,113.35
39578,2.7,0.599,3.9,113.25348,115.95348,110.95
43835,0.1,0.6,0.0,113.228,113.32799999999999,108.35
