Time,Length,Pressure,Force,Estimated Unstretched Length,Estimated Stretched Length,Real Stretched Length
2083,0.0,0.396,0.0,150.31856,150.31856,140.2
3383,2.4,0.399,4.0,150.20864,152.60864,142.6
5680,5.0,0.4,9.6,150.172,155.172,145.2
7415,7.3,0.404,16.6,150.02544,157.32544000000001,147.5
9586,10.0,0.41,25.9,149.8056,159.8056,150.2
11161,11.9,0.413,33.2,149.69568,161.59568000000002,152.1
13127,14.7,0.421,44.4,149.40256,164.10255999999998,154.89999999999998
14898,17.1,0.428,55.2,149.14608,166.24608,157.29999999999998
16720,19.7,0.437,68.0,148.81632,168.51631999999998,159.89999999999998
18610,22.3,0.439,79.1,148.74304,171.04304000000002,162.5
20552,24.8,0.438,89.5,148.77967999999998,173.57968,165.0
22229,27.1,0.438,99.8,148.77967999999998,175.87967999999998,167.29999999999998
24142,29.5,0.439,110.3,148.74304,178.24304,169.7
26061,31.8,0.439,120.9,148.74304,180.54304000000002,172.0
28336,34.5,0.439,134.6,148.74304,183.24304,174.7
30253,37.0,0.438,146.9,148.77967999999998,185.77967999999998,177.2
33182,39.5,0.438,160.1,148.77967999999998,188.27967999999998,179.7
35226,36.6,0.416,130.1,149.58576,186.18576,176.79999999999998
37098,34.4,0.401,112.7,150.13536,184.53536,174.6
38916,31.9,0.396,98.9,150.31856,182.21856,172.1
40972,29.5,0.398,89.0,150.24528,179.74528,169.7
42863,26.9,0.396,78.6,150.31856,177.21856,167.1
44883,24.5,0.396,69.5,150.31856,174.81856,164.7
46659,22.2,0.395,60.4,150.3552,172.55519999999999,162.39999999999998
48799,19.7,0.395,51.5,150.3552,170.05519999999999,159.89999999999998
50553,17.1,0.396,42.3,150.31856,167.41855999999999,157.29999999999998
53070,14.7,0.396,34.7,150.31856,165.01855999999998,154.89999999999998
54865,12.1,0.396,25.7,150.31856,162.41855999999999,152.29999999999998
56843,9.7,0.395,18.2,150.3552,160.05519999999999,149.89999999999998
58600,7.3,0.396,11.3,150.31856,157.61856,147.5
60563,4.7,0.396,5.1,150.31856,155.01855999999998,144.89999999999998
62290,2.2,0.396,1.3,150.31856,152.51855999999998,142.39999999999998
66145,0.0,0.398,0.0,150.24528,150.24528,140.2
