Time,Length,Pressure,Force,Estimated Unstretched Length,Estimated Stretched Length,Real Stretched Length
2539,0.0,0.501,0.0,187.48626000000002,187.48626000000002,186.63
6228,3.4,0.504,10.0,187.36704,190.76704,190.03
8619,6.0,0.508,21.3,187.20808,193.20808,192.63
11207,8.5,0.511,34.1,187.08886,195.58886,195.13
13645,10.8,0.516,48.0,186.89016,197.69016000000002,197.43
16432,13.2,0.522,64.6,186.65172,199.85172,199.82999999999998
19106,16.0,0.528,85.5,186.41328,202.41328,202.63
21446,18.5,0.537,105.9,186.05562,204.55562,205.13
23758,21.0,0.543,126.8,185.81718,206.81718,207.63
26412,23.3,0.542,143.4,185.85692,209.15692,209.93
28577,25.6,0.542,161.0,185.85692,211.45692,212.23
30964,28.0,0.542,180.0,185.85692,213.85692,214.63
33461,30.6,0.542,200.4,185.85692,216.45692,217.23
36045,32.8,0.543,218.9,185.81718,218.61718000000002,219.43
38707,35.3,0.543,240.4,185.81718,221.11718000000002,221.93
41305,37.8,0.542,261.8,185.85692,223.65692,224.43
43580,40.0,0.543,282.8,185.81718,225.81718,226.63
45778,42.7,0.543,308.5,185.81718,228.51718,229.32999999999998
49570,45.2,0.542,332.2,185.85692,231.05692,231.82999999999998
51956,42.8,0.52,284.5,186.7312,229.5312,229.43
53970,40.2,0.5,245.1,187.526,227.726,226.82999999999998
56350,37.8,0.501,225.3,187.48626000000002,225.28626000000003,224.43
59512,35.1,0.503,202.5,187.40678,222.50678,221.73
61826,33.1,0.501,185.9,187.48626000000002,220.58626,219.73
63837,30.4,0.501,164.6,187.48626000000002,217.88626000000002,217.03
66078,28.0,0.503,147.6,187.40678,215.40678,214.63
68073,25.3,0.503,127.6,187.40678,212.70678,211.93
70111,23.0,0.501,111.1,187.48626000000002,210.48626000000002,209.63
72106,20.6,0.501,95.1,187.48626000000002,208.08626,207.23
74396,18.1,0.501,78.6,187.48626000000002,205.58626,204.73
76399,15.6,0.501,62.5,187.48626000000002,203.08626,202.23
78532,13.2,0.501,47.3,187.48626000000002,200.68626,199.82999999999998
80423,10.5,0.5,31.3,187.526,198.026,197.13
82580,8.3,0.501,20.0,187.48626000000002,195.78626000000003,194.93
84559,6.1,0.5,10.5,187.526,193.626,192.73
86754,3.5,0.5,3.4,187.526,191.026,190.13
89071,0.7,0.501,0.3,187.48626000000002,188.18626,187.32999999999998
92565,0.1,0.501,0.1,187.48626000000002,187.58626,186.73
