Time,Length,Pressure,Force,Estimated Unstretched Length,Estimated Stretched Length,Real Stretched Length
1895,0.0,0.399,0.0,118.34948,118.34948,101.3
3715,2.8,0.401,6.1,118.29852,121.09852,104.1
5471,5.1,0.404,13.1,118.22208,123.32208,106.39999999999999
7133,7.4,0.409,22.0,118.09468,125.49468,108.7
8849,10.1,0.415,34.9,117.9418,128.0418,111.39999999999999
10467,12.6,0.423,48.4,117.73796,130.33796,113.89999999999999
12084,14.9,0.431,62.6,117.53412,132.43412,116.2
13676,17.4,0.442,79.6,117.25384,134.65384,118.69999999999999
15435,19.8,0.44,93.8,117.3048,137.1048,121.1
16851,22.0,0.443,108.3,117.22836,139.22836,123.3
18470,24.6,0.442,125.2,117.25384,141.85384,125.9
19945,26.8,0.442,141.3,117.25384,144.05384,128.1
22145,29.4,0.44,161.0,117.3048,146.7048,130.7
23819,26.9,0.417,125.8,117.89084,144.79084,128.2
25617,24.5,0.401,101.7,118.29852,142.79852,125.8
27153,22.2,0.399,86.5,118.34948,140.54948,123.5
28947,19.5,0.399,71.5,118.34948,137.84948,120.8
32399,14.6,0.398,46.6,118.37496,132.97496,115.89999999999999
34042,12.3,0.399,35.7,118.34948,130.64948,113.6
35837,9.7,0.399,24.2,118.34948,128.04948,111.0
37192,7.4,0.398,14.6,118.37496,125.77496000000001,108.7
38808,5.0,0.399,7.3,118.34948,123.34948,106.3
40406,2.6,0.399,2.3,118.34948,120.94948,103.89999999999999
44679,0.2,0.399,0.0,118.34948,118.54948,101.5
