Time,Length,Pressure,Force,Estimated Unstretched Length,Estimated Stretched Length,Real Stretched Length
2255,0.0,0.6,0.0,159.38800000000003,159.38800000000003,159.95
4362,2.8,0.599,9.7,159.42086000000003,162.22086000000004,162.75
5880,5.6,0.6,23.0,159.38800000000003,164.98800000000003,165.54999999999998
7418,7.9,0.602,36.4,159.32228000000003,167.22228000000004,167.85
8772,10.5,0.602,52.7,159.32228000000003,169.82228000000003,170.45
10350,12.9,0.602,67.9,159.32228000000003,172.22228000000004,172.85
11685,15.3,0.604,85.1,159.25656000000004,174.55656000000005,175.25
13244,17.8,0.605,102.9,159.22370000000004,177.02370000000005,177.75
14600,20.3,0.607,121.8,159.15798000000004,179.45798000000005,180.25
15997,22.8,0.61,140.8,159.05940000000004,181.85940000000005,182.75
17398,25.2,0.613,160.0,158.96082000000004,184.16082000000003,185.14999999999998
19066,27.9,0.618,182.0,158.79652000000004,186.69652000000005,187.85
20372,30.2,0.622,202.8,158.66508000000002,188.86508,190.14999999999998
21900,32.6,0.626,224.8,158.53364000000002,191.13364,192.54999999999998
23220,34.9,0.632,246.9,158.33648000000002,193.23648000000003,194.85
24681,37.6,0.638,273.3,158.13932000000003,195.73932000000002,197.54999999999998
26401,39.8,0.642,295.6,158.00788000000003,197.80788,199.75
27692,37.8,0.631,270.0,158.36934000000002,196.16934000000003,197.75
29146,35.1,0.619,241.5,158.76366000000002,193.86366,195.04999999999998
30743,32.3,0.609,214.1,159.09226000000004,191.39226000000002,192.25
32087,30.0,0.603,193.3,159.28942000000004,189.28942000000004,189.95
33663,27.5,0.597,171.4,159.48658000000003,186.98658000000003,187.45
36636,22.7,0.598,134.7,159.45372000000003,182.15372000000002,182.64999999999998
38014,20.3,0.598,116.7,159.45372000000003,179.75372000000004,180.25
39614,17.7,0.598,97.9,159.45372000000003,177.15372000000002,177.64999999999998
41011,15.3,0.598,80.1,159.45372000000003,174.75372000000004,175.25
42469,13.1,0.598,64.5,159.45372000000003,172.55372000000003,173.04999999999998
43903,10.7,0.598,47.5,159.45372000000003,170.15372000000002,170.64999999999998
45366,8.1,0.597,30.1,159.48658000000003,167.58658000000003,168.04999999999998
46699,5.8,0.598,15.6,159.45372000000003,165.25372000000004,165.75
48032,3.3,0.598,5.3,159.45372000000003,162.75372000000004,163.25
52708,0.9,0.598,0.1,159.45372000000003,160.35372000000004,160.85
