Time,Length,Pressure,Force,Estimated Unstretched Length,Estimated Stretched Length,Real Stretched Length
3281,0.0,0.8,0.0,175.60399999999996,175.60399999999996,160.86
5567,2.2,0.8,2.3,175.60399999999996,177.80399999999995,163.06
7732,4.9,0.8,9.0,175.60399999999996,180.50399999999996,165.76000000000002
9788,7.4,0.802,19.6,175.52451999999994,182.92451999999994,168.26000000000002
12065,9.9,0.804,33.2,175.44503999999995,185.34503999999995,170.76000000000002
13867,12.0,0.808,50.0,175.28607999999994,187.28607999999994,172.86
16177,14.7,0.812,73.6,175.12711999999993,189.82711999999992,175.56
17992,17.4,0.818,99.6,174.88867999999997,192.28867999999997,178.26000000000002
19950,19.6,0.825,122.1,174.61049999999994,194.21049999999994,180.46
21764,22.1,0.833,149.8,174.29257999999993,196.39257999999992,182.96
23806,24.4,0.834,173.1,174.25283999999994,198.65283999999994,185.26000000000002
25756,27.0,0.834,199.9,174.25283999999994,201.25283999999994,187.86
28072,29.3,0.834,224.0,174.25283999999994,203.55283999999995,190.16000000000003
30288,32.2,0.834,254.8,174.25283999999994,206.45283999999992,193.06
32704,34.4,0.834,278.5,174.25283999999994,208.65283999999994,195.26000000000002
34559,36.6,0.834,302.5,174.25283999999994,210.85283999999993,197.46
37094,39.2,0.834,331.5,174.25283999999994,213.45283999999992,200.06
39110,41.4,0.834,357.6,174.25283999999994,215.65283999999994,202.26000000000002
43562,44.1,0.833,385.6,174.29257999999993,218.39257999999992,204.96
45854,41.7,0.813,342.1,175.08737999999994,216.78737999999993,202.56
48077,39.2,0.796,304.1,175.76295999999996,214.96295999999995,200.06
49972,36.6,0.795,274.1,175.80269999999996,212.40269999999995,197.46
52048,34.3,0.795,248.9,175.80269999999996,210.10269999999997,195.16000000000003
53945,31.5,0.795,219.2,175.80269999999996,207.30269999999996,192.36
55831,29.4,0.793,197.5,175.88217999999995,205.28217999999995,190.26000000000002
57439,27.0,0.792,171.5,175.92191999999994,202.92191999999994,187.86
59468,24.5,0.793,147.4,175.88217999999995,200.38217999999995,185.36
61248,22.0,0.793,122.4,175.88217999999995,197.88217999999995,182.86
63236,19.6,0.793,100.0,175.88217999999995,195.48217999999994,180.46
65180,17.2,0.793,76.9,175.88217999999995,193.08217999999994,178.06
67200,14.6,0.793,54.1,175.88217999999995,190.48217999999994,175.46
68936,12.1,0.792,33.2,175.92191999999994,188.02191999999994,172.96
70703,9.8,0.792,18.1,175.92191999999994,185.72191999999995,170.66000000000003
72308,7.2,0.793,7.3,175.88217999999995,183.08217999999994,168.06
74265,5.0,0.793,2.3,175.88217999999995,180.88217999999995,165.86
81690,-0.1,0.793,0.0,175.88217999999995,175.78217999999995,160.76000000000002
