Time,Length,Pressure,Force,Estimated Unstretched Length,Estimated Stretched Length,Real Stretched Length
2466,0.0,0.596,0.0,142.99056,142.99056,132.3
4916,3.0,0.597,5.8,142.95392,145.95392,135.3
6735,5.6,0.599,13.8,142.88064,148.48064,137.9
8746,7.9,0.602,22.9,142.77072,150.67072000000002,140.20000000000002
10769,10.5,0.607,34.6,142.58751999999998,153.08751999999998,142.8
12848,13.0,0.61,46.7,142.4776,155.4776,145.3
14840,15.3,0.615,59.1,142.2944,157.5944,147.60000000000002
17117,17.8,0.624,73.6,141.96464,159.76464,150.10000000000002
19160,20.3,0.629,88.5,141.78144,162.08144000000001,152.60000000000002
21379,22.6,0.636,103.2,141.52496,164.12496,154.9
23645,25.4,0.637,119.4,141.48832,166.88832,157.70000000000002
25794,27.8,0.636,133.2,141.52496,169.32496,160.10000000000002
28055,30.4,0.637,149.1,141.48832,171.88832,162.70000000000002
30139,32.3,0.638,160.6,141.45168,173.75168000000002,164.60000000000002
32727,35.1,0.637,179.1,141.48832,176.58831999999998,167.4
35199,37.7,0.638,195.5,141.45168,179.15168,170.0
38418,40.1,0.637,211.7,141.48832,181.58831999999998,172.4
40393,37.4,0.615,181.5,142.2944,179.6944,169.70000000000002
42568,34.7,0.597,157.3,142.95392,177.65392000000003,167.0
44706,32.4,0.597,143.1,142.95392,175.35392000000002,164.70000000000002
46701,29.8,0.597,127.8,142.95392,172.75392000000002,162.10000000000002
48813,27.4,0.596,114.6,142.99056,170.39056,159.70000000000002
50894,24.8,0.596,100.2,142.99056,167.79056,157.10000000000002
53020,22.5,0.596,87.8,142.99056,165.49056,154.8
55064,19.9,0.596,74.1,142.99056,162.89056,152.20000000000002
56902,17.6,0.596,62.4,142.99056,160.59055999999998,149.9
58928,15.0,0.597,49.6,142.95392,157.95392,147.3
60995,12.7,0.596,38.5,142.99056,155.69055999999998,145.0
63211,10.0,0.596,26.5,142.99056,152.99056,142.3
65385,7.8,0.596,16.9,142.99056,150.79056,140.10000000000002
67282,5.3,0.596,7.7,142.99056,148.29056,137.60000000000002
69389,2.8,0.597,2.2,142.95392,145.75392000000002,135.10000000000002
74569,0.0,0.597,0.0,142.95392,142.95392,132.3
