Time,Length,Pressure,Force,Estimated Unstretched Length,Estimated Stretched Length,Real Stretched Length
2234,0.0,0.703,0.0,156.00342000000003,156.00342000000003,133.2
3859,2.5,0.703,6.5,156.00342000000003,158.50342000000003,135.7
5804,5.0,0.704,17.0,155.97056000000003,160.97056000000003,138.2
7284,7.2,0.703,29.9,156.00342000000003,163.20342000000002,140.39999999999998
9157,9.7,0.703,46.5,156.00342000000003,165.70342000000002,142.89999999999998
12472,14.9,0.704,85.0,155.97056000000003,170.87056000000004,148.1
13940,17.4,0.706,105.7,155.90484000000004,173.30484000000004,150.6
15530,19.8,0.708,126.0,155.83912000000004,175.63912000000005,153.0
16886,21.8,0.71,143.2,155.77340000000004,177.57340000000005,155.0
18599,24.7,0.713,168.6,155.67482000000004,180.37482000000003,157.89999999999998
20042,27.2,0.718,192.3,155.51052000000004,182.71052000000003,160.39999999999998
21836,29.6,0.72,215.0,155.44480000000004,185.04480000000004,162.79999999999998
23274,31.8,0.724,237.5,155.31336000000002,187.11336000000003,165.0
24873,34.5,0.73,265.5,155.11620000000002,189.61620000000002,167.7
26489,36.7,0.735,288.7,154.95190000000002,191.6519,169.89999999999998
28644,39.4,0.741,316.7,154.75474000000003,194.15474000000003,172.6
30190,36.6,0.725,280.8,155.28050000000002,191.8805,169.79999999999998
31937,34.6,0.715,257.0,155.6091,190.2091,167.79999999999998
33413,32.0,0.706,228.8,155.90484000000004,187.90484000000004,165.2
34991,29.5,0.702,204.2,156.03628000000003,185.53628000000003,162.7
36328,27.1,0.702,182.4,156.03628000000003,183.13628000000003,160.29999999999998
37917,24.9,0.703,163.2,156.00342000000003,180.90342000000004,158.1
39362,22.4,0.702,141.3,156.03628000000003,178.43628000000004,155.6
40898,19.9,0.702,118.9,156.03628000000003,175.93628000000004,153.1
42376,17.3,0.703,97.1,156.00342000000003,173.30342000000005,150.5
43974,14.8,0.702,76.0,156.03628000000003,170.83628000000004,148.0
45289,13.0,0.702,60.1,156.03628000000003,169.03628000000003,146.2
46708,10.5,0.703,42.0,156.00342000000003,166.50342000000003,143.7
48087,7.9,0.703,21.9,156.00342000000003,163.90342000000004,141.1
49518,5.1,0.703,7.8,156.00342000000003,161.10342000000003,138.29999999999998
55111,0.5,0.703,2.0,156.00342000000003,156.50342000000003,133.7
