Time,Length,Pressure,Force,Estimated Unstretched Length,Estimated Stretched Length,Real Stretched Length
2390,0.0,0.798,0.0,135.58928,135.58928,125.2
3911,1.8,0.798,1.9,135.58928,137.38928,127.0
6313,4.8,0.798,8.2,135.58928,140.38928,130.0
8030,7.1,0.8,16.1,135.516,142.61599999999999,132.3
10023,9.5,0.802,26.4,135.44272,144.94272,134.7
11808,11.6,0.804,37.7,135.36944,146.96944,136.8
13733,14.5,0.809,54.0,135.18624,149.68624,139.7
15497,16.8,0.813,68.8,135.03968,151.83968000000002,142.0
17271,19.3,0.819,85.6,134.81984,154.11984,144.5
19007,21.9,0.828,103.8,134.49008,156.39008,147.1
21062,24.2,0.83,120.2,134.4168,158.61679999999998,149.4
22742,26.9,0.83,139.2,134.4168,161.3168,152.1
25077,29.1,0.83,154.3,134.4168,163.5168,154.3
26927,31.4,0.831,172.1,134.38016,165.78016,156.6
28804,34.0,0.829,190.7,134.45344,168.45344,159.2
30883,36.4,0.829,208.8,134.45344,170.85344,161.6
34857,39.1,0.826,227.9,134.56336,173.66335999999998,164.3
36615,36.9,0.809,202.8,135.18624,172.08624,162.1
38677,34.4,0.798,179.7,135.58928,169.98928,159.6
40608,31.8,0.798,159.8,135.58928,167.38928,157.0
42763,29.0,0.8,140.0,135.516,164.516,154.2
44594,26.6,0.798,123.0,135.58928,162.18928,151.8
46617,24.3,0.797,107.1,135.62592,159.92592000000002,149.5
48327,21.8,0.796,89.6,135.66255999999998,157.46256,147.0
50465,19.3,0.798,73.7,135.58928,154.88928,144.5
52322,16.7,0.797,57.2,135.62592,152.32592,141.9
54739,14.5,0.797,43.7,135.62592,150.12592,139.7
56713,12.1,0.797,29.9,135.62592,147.72592,137.3
58509,9.6,0.798,15.9,135.58928,145.18928,134.8
60268,7.2,0.797,6.5,135.62592,142.82592,132.4
62185,4.8,0.797,1.6,135.62592,140.42592000000002,130.0
63921,2.3,0.798,1.9,135.58928,137.88928,127.5
68591,-0.1,0.798,4.2,135.58928,135.48928,125.10000000000001
